pl_name,hostname,tic_id,gaia_id,discoverymethod,disc_year,disc_locale,st_temp,st_log_luminosity_sun,st_log_temp
HD 134987 b,HD 134987,TIC 61397572,Gaia DR2 6226694571859532800,Radial Velocity,1999,Ground,5585,0.255,0.996077822
HD 134987 c,HD 134987,TIC 61397572,Gaia DR2 6226694571859532800,Radial Velocity,2009,Ground,5585,0.255,0.996077822
HD 49674 b,HD 49674,TIC 21267079,Gaia DR2 951427000863064192,Radial Velocity,2002,Ground,5583,-0.022,0.996036472
HD 100777 b,HD 100777,TIC 49427341,Gaia DR2 3786035184916139136,Radial Velocity,2007,Ground,5582,0.021,0.996015792
HD 4203 b,HD 4203,TIC 434225151,Gaia DR2 2801366000472903040,Radial Velocity,2001,Ground,5582,0.293,0.996015792
HD 4203 c,HD 4203,TIC 434225151,Gaia DR2 2801366000472903040,Radial Velocity,2014,Ground,5582,0.293,0.996015792
HD 9174 b,HD 9174,TIC 439501096,Gaia DR2 5044029491007060608,Radial Velocity,2016,Ground,5577,0.382,0.995912333
61 Vir b,61 Vir,TIC 422478973,Gaia DR2 3507879565090229888,Radial Velocity,2009,Ground,5577,-0.095,0.995912333
61 Vir c,61 Vir,TIC 422478973,Gaia DR2 3507879565090229888,Radial Velocity,2009,Ground,5577,-0.095,0.995912333
61 Vir d,61 Vir,TIC 422478973,Gaia DR2 3507879565090229888,Radial Velocity,2009,Ground,5577,-0.095,0.995912333
HD 89345 b,HD 89345,TIC 350020859,Gaia DR2 3877070590167177344,Transit,2018,Space,5576,0.425,0.99589163
Kepler-63 b,Kepler-63,TIC 299158887,Gaia DR2 2132628489996257920,Transit,2013,Space,5576,-0.157,0.99589163
HD 217107 b,HD 217107,TIC 38271828,Gaia DR2 2648914040357320576,Radial Velocity,1998,Ground,5575,0.098,0.995870924
HD 217107 c,HD 217107,TIC 38271828,Gaia DR2 2648914040357320576,Radial Velocity,2005,Ground,5575,0.098,0.995870924
K2-173 b,K2-173,TIC 242993844,Gaia DR2 39404267653786624,Transit,2018,Space,5573.35,-0.06,0.99583675
TOI-905 b,TOI-905,TIC 261867566,Gaia DR2 5795534040654879744,Transit,2020,Space,5570,-0.137,0.995767335
HD 210277 b,HD 210277,TIC 50227884,Gaia DR2 2619706544757416192,Radial Velocity,1998,Ground,5570,-0.032,0.995767335
HAT-P-15 b,HAT-P-15,TIC 353459965,Gaia DR2 179498266829041664,Transit,2010,Ground,5568,0,0.995725874
HD 45350 b,HD 45350,TIC 144132551,Gaia DR2 955758320761687680,Radial Velocity,2004,Ground,5566,0.141,0.995684398
HAT-P-36 b,HAT-P-36,TIC 373693175,Gaia DR2 1541532207133249920,Transit,2011,Ground,5560,0.022,0.995559879
HD 290327 b,HD 290327,TIC 4205424,Gaia DR2 3214129537488896896,Radial Velocity,2009,Ground,5552,-0.14,0.995393646
HD 168443 b,HD 168443,TIC 16465196,Gaia DR2 4157584215800708736,Radial Velocity,1998,Ground,5551,0.382,0.99537285
HD 168443 c,HD 168443,TIC 16465196,Gaia DR2 4157584215800708736,Radial Velocity,2000,Ground,5551,0.382,0.99537285
TOI-451 b,TOI-451,TIC 257605131,Gaia DR2 4844691297067063424,Transit,2020,Space,5550,-0.189,0.99535205
TOI-451 c,TOI-451,TIC 257605131,Gaia DR2 4844691297067063424,Transit,2020,Space,5550,-0.189,0.99535205
TOI-451 d,TOI-451,TIC 257605131,Gaia DR2 4844691297067063424,Transit,2020,Space,5550,-0.189,0.99535205
HD 190360 c,HD 190360,TIC 105999792,Gaia DR2 2029433521248546304,Radial Velocity,2005,Ground,5549,0.066,0.995331246
K2-172 c,K2-172,TIC 188507501,Gaia DR2 2602237602799035008,Transit,2018,Space,5547,-0.202,0.995289628
HD 30177 b,HD 30177,TIC 220408612,Gaia DR2 4774301387290235136,Radial Velocity,2002,Ground,5545.71,0.083,0.995262776
HIP 14810 b,HIP 14810,TIC 113810736,Gaia DR2 60684353135617792,Radial Velocity,2005,Ground,5544,-0.047,0.995227172
HIP 14810 c,HIP 14810,TIC 113810736,Gaia DR2 60684353135617792,Radial Velocity,2006,Ground,5544,-0.047,0.995227172
HD 217850 b,HD 217850,TIC 314040044,Gaia DR2 2013333544271181824,Radial Velocity,2018,Ground,5544,0.1,0.995227172
HIP 14810 d,HIP 14810,TIC 113810736,Gaia DR2 60684353135617792,Radial Velocity,2009,Ground,5544,-0.01,0.995227172
HD 163607 b,HD 163607,TIC 232620788,Gaia DR2 1418519292895059840,Radial Velocity,2010,Ground,5543,0.362,0.995206346
HD 163607 c,HD 163607,TIC 232620788,Gaia DR2 1418519292895059840,Radial Velocity,2010,Ground,5543,0.362,0.995206346
HATS-61 b,HATS-61,TIC 44745133,Gaia DR2 4890849134501995392,Transit,2018,Ground,5542,0.369,0.995185516
HD 38529 b,HD 38529,TIC 200093173,Gaia DR2 3219847066672970368,Radial Velocity,2000,Ground,5541,0.834,0.995164683
HD 38529 c,HD 38529,TIC 200093173,Gaia DR2 3219847066672970368,Radial Velocity,2000,Ground,5541,0.834,0.995164683
GJ 3021 b,GJ 3021,TIC 290543478,Gaia DR2 4634528720388462592,Radial Velocity,2000,Ground,5540,-0.18,0.995143846
HD 63935 b,HD 63935,TIC 453211454,Gaia DR2 3145754895088191744,Transit,2021,Space,5534,-0.098,0.995018742
HD 63935 c,HD 63935,TIC 453211454,Gaia DR2 3145754895088191744,Radial Velocity,2021,Ground,5534,-0.098,0.995018742
HD 159868 b,HD 159868,TIC 248320609,Gaia DR2 5955841736510622208,Radial Velocity,2006,Ground,5534,0.556,0.995018742
HD 108874 b,HD 108874,TIC 371621238,Gaia DR2 3958951942642583936,Radial Velocity,2002,Ground,5533,-0.001,0.994997879
HD 108874 c,HD 108874,TIC 371621238,Gaia DR2 3958951942642583936,Radial Velocity,2005,Ground,5533,-0.001,0.994997879
Kepler-150 f,Kepler-150,TIC 121598758,Gaia DR2 2102063136195478656,Transit,2017,Space,5528,-0.161,0.994893504
HD 1397 b,HD 1397,TIC 394137592,Gaia DR2 4707634458245031552,Transit,2018,Space,5521,0.66,0.99474722
K2-291 b,K2-291,TIC 27039476,Gaia DR2 3409148746676599168,Transit,2019,Space,5520,-0.166,0.994726307
HIP 91258 b,HIP 91258,TIC 383675945,Gaia DR2 2159653734187847168,Radial Velocity,2013,Ground,5519,-0.222,0.99470539
Kepler-22 b,Kepler-22,TIC 158984573,Gaia DR2 2127941757262806656,Transit,2011,Space,5518,-0.102,0.99468447
Kepler-15 b,Kepler-15,TIC 27774415,Gaia DR2 2134850847813263360,Transit,2011,Space,5515,-0.087,0.994621686
HD 43197 b,HD 43197,TIC 37660988,Gaia DR2 2896745747966986240,Radial Velocity,2010,Ground,5508,-0.137,0.994475057
HD 143361 b,HD 143361,TIC 255480497,Gaia DR2 5991331601015519104,Radial Velocity,2008,Ground,5505,-0.092,0.994412159
HAT-P-25 b,HAT-P-25,TIC 35022727,Gaia DR2 111322601672419712,Transit,2010,Ground,5500,-0.125,0.994307253
WASP-163 b,WASP-163,TIC 145368316,Gaia DR2 4334991786994866304,Transit,2018,Ground,5500,-0.076,0.994307253
HAT-P-37 b,HAT-P-37,TIC 267572272,Gaia DR2 2133946843094378752,Transit,2011,Ground,5500,-0.208,0.994307253
HD 142022 A b,HD 142022 A,TIC 290493086,Gaia DR2 5768159705804908800,Radial Velocity,2005,Ground,5499,0.004,0.99428626
HATS-28 b,HATS-28,TIC 6663331,Gaia DR2 6661242835829891584,Transit,2016,Ground,5498,-0.157,0.994265264
HATS-46 b,HATS-46,TIC 281541555,Gaia DR2 4919771654727611008,Transit,2018,Ground,5495,-0.23,0.994202251
HD 111232 b,HD 111232,TIC 329649885,Gaia DR2 5855730584310531200,Radial Velocity,2003,Ground,5494,-0.161,0.99418124
HD 20003 b,HD 20003,TIC 370137704,Gaia DR2 4642472794978268800,Radial Velocity,2019,Ground,5494,-0.143,0.99418124
HD 20003 c,HD 20003,TIC 370137704,Gaia DR2 4642472794978268800,Radial Velocity,2019,Ground,5494,-0.143,0.99418124
KOI-142 b,KOI-142,TIC 122712595,Gaia DR2 2101507367429089664,Transit,2013,Space,5471,-0.223,0.99369691
KOI-142 c,KOI-142,TIC 122712595,Gaia DR2 2101507367429089664,Transit,2013,Space,5471,-0.223,0.99369691
Kepler-160 d,Kepler-160,TIC 158555483,Gaia DR2 2102587087846067712,Transit Timing Variations,2020,Space,5471,0.004,0.99369691
Kepler-20 e,Kepler-20,TIC 158554588,Gaia DR2 2102548708017562112,Transit,2011,Space,5466,-0.069,0.993591351
Kepler-20 f,Kepler-20,TIC 158554588,Gaia DR2 2102548708017562112,Transit,2011,Space,5466,-0.069,0.993591351
Kepler-1606 b,Kepler-1606,TIC 158218731,Gaia DR2 2105554394851020160,Transit,2016,Space,5461,-0.171,0.993485696
Kepler-424 c,Kepler-424,TIC 264508014,Gaia DR2 2086877265710250496,Radial Velocity,2014,Ground,5460,-0.15,0.993464554
Kepler-20 b,Kepler-20,TIC 158554588,Gaia DR2 2102548708017562112,Transit,2011,Space,5455,-0.149,0.993358783
Kepler-20 c,Kepler-20,TIC 158554588,Gaia DR2 2102548708017562112,Transit,2011,Space,5455,-0.149,0.993358783
Kepler-20 d,Kepler-20,TIC 158554588,Gaia DR2 2102548708017562112,Transit,2011,Space,5455,-0.149,0.993358783
HD 154345 b,HD 154345,TIC 198562505,Gaia DR2 1359938520253565952,Radial Velocity,2006,Ground,5455,-0.219,0.993358783
HAT-P-51 b,HAT-P-51,TIC 61205803,Gaia DR2 316706322857704960,Transit,2015,Ground,5449,-0.066,0.993231729
HD 37605 b,HD 37605,TIC 144730053,Gaia DR2 3332911492327546368,Radial Velocity,2004,Ground,5448,-0.229,0.99321054
HD 37605 c,HD 37605,TIC 144730053,Gaia DR2 3332911492327546368,Radial Velocity,2012,Ground,5448,-0.229,0.99321054
K2-261 b,K2-261,TIC 281731203,Gaia DR2 3807826337147474176,Transit,2018,Space,5445,0.328,0.993146949
LTT 9779 b,LTT 9779,TIC 183985250,Gaia DR2 2307504062045842688,Transit,2020,Space,5443,-0.149,0.993104536
70 Vir b,70 Vir,TIC 95473936,Gaia DR2 3740176925743650688,Radial Velocity,1996,Ground,5439,0.451,0.993019662
HD 45364 b,HD 45364,TIC 117768715,Gaia DR2 2893174259322992256,Radial Velocity,2008,Ground,5434,-0.244,0.992913482
HD 45364 c,HD 45364,TIC 117768715,Gaia DR2 2893174259322992256,Radial Velocity,2008,Ground,5434,-0.244,0.992913482
Kepler-439 b,Kepler-439,TIC 123202589,Gaia DR2 2117331813650826624,Transit,2015,Space,5431,-0.236,0.992849727
HD 21693 b,HD 21693,TIC 197792776,Gaia DR2 4729947569262040960,Radial Velocity,2019,Ground,5430,-0.208,0.992828468
HD 21693 c,HD 21693,TIC 197792776,Gaia DR2 4729947569262040960,Radial Velocity,2019,Ground,5430,-0.208,0.992828468
HD 83443 b,HD 83443,TIC 32820141,Gaia DR2 5424836719001215360,Radial Velocity,2002,Ground,5429,-0.102,0.992807205
HD 191939 b,HD 191939,TIC 269701147,Gaia DR2 2248126315275354496,Transit,2020,Space,5427,-0.161,0.992764666
HD 191939 c,HD 191939,TIC 269701147,Gaia DR2 2248126315275354496,Transit,2020,Space,5427,-0.161,0.992764666
HD 191939 d,HD 191939,TIC 269701147,Gaia DR2 2248126315275354496,Transit,2020,Space,5427,-0.161,0.992764666
HD 165155 b,HD 165155,TIC 408229533,Gaia DR2 4050284898932499072,Radial Velocity,2016,Ground,5426,-0.155,0.992743391
K2-30 b,K2-30,TIC 26017005,Gaia DR2 61607255708760960,Transit,2016,Space,5425,-0.256,0.992722112
WASP-44 b,WASP-44,TIC 12862099,Gaia DR2 2424406513428936832,Transit,2011,Ground,5420,-0.198,0.992615658
HATS-62 b,HATS-62,TIC 336732544,Gaia DR2 6806639397331208320,Transit,2018,Ground,5416,-0.173,0.992530424
TOI-157 b,TOI-157,TIC 140691463,Gaia DR2 4624979393181971328,Transit,2020,Space,5404,0.02,0.992274345
HATS-4 b,HATS-4,TIC 59843967,Gaia DR2 2937583121652951936,Transit,2014,Ground,5403,-0.187,0.992252979
WASP-64 b,WASP-64,TIC 52640302,Gaia DR2 5583523425437258240,Transit,2012,Ground,5400,-0.022,0.992188858
HAT-P-63 b,HAT-P-63,TIC 1635721458,Gaia DR2 4092190177629426816,Transit,2021,Ground,5400,-0.146,0.992188858
TOI-132 b,TOI-132,TIC 89020549,Gaia DR2 6520880040423258240,Transit,2020,Space,5397,-0.222,0.992124702
HD 164922 b,HD 164922,TIC 159019691,Gaia DR2 4582680493669880704,Radial Velocity,2005,Ground,5390,-0.149,0.991974865
HD 164922 c,HD 164922,TIC 159019691,Gaia DR2 4582680493669880704,Radial Velocity,2016,Ground,5390,-0.149,0.991974865
HD 164922 d,HD 164922,TIC 159019691,Gaia DR2 4582680493669880704,Radial Velocity,2020,Ground,5390,-0.149,0.991974865
HD 7199 b,HD 7199,TIC 52121796,Gaia DR2 4704957491028733824,Radial Velocity,2011,Ground,5386,-0.155,0.991889157
HD 69830 b,HD 69830,TIC 307624961,Gaia DR2 5726982995343100928,Radial Velocity,2006,Ground,5385,-0.22,0.99186772
HD 69830 c,HD 69830,TIC 307624961,Gaia DR2 5726982995343100928,Radial Velocity,2006,Ground,5385,-0.22,0.99186772
HD 69830 d,HD 69830,TIC 307624961,Gaia DR2 5726982995343100928,Radial Velocity,2006,Ground,5385,-0.22,0.99186772
HATS-34 b,HATS-34,TIC 355703913,Gaia DR2 4904523077718046720,Transit,2016,Ground,5380,-0.14,0.991760475
HD 154088 b,HD 154088,TIC 20856917,Gaia DR2 6029992663310612096,Radial Velocity,2021,Ground,5374,-0.131,0.991631649
KELT-11 b,KELT-11,TIC 55092869,Gaia DR2 3761497761876022400,Transit,2017,Ground,5370,0.744,0.991545685
K2-263 b,K2-263,TIC 21276520,Gaia DR2 657756997089784960,Transit,2018,Space,5368,-0.26,0.991502679
HATS-9 b,HATS-9,TIC 12611594,Gaia DR2 4083159643769233408,Transit,2015,Ground,5366,0.23,0.991459657
HD 106515 A b,HD 106515 A,TIC 176940023,Gaia DR2 3584074376569429248,Radial Velocity,2012,Ground,5362,0.09,0.991373565
HD 219077 b,HD 219077,TIC 394125166,Gaia DR2 6489771832811810432,Radial Velocity,2012,Ground,5362,0.425,0.991373565
HD 51608 b,HD 51608,TIC 279246287,Gaia DR2 5485320853638354304,Radial Velocity,2019,Ground,5358,-0.244,0.991287409
HD 51608 c,HD 51608,TIC 279246287,Gaia DR2 5485320853638354304,Radial Velocity,2019,Ground,5358,-0.244,0.991287409
Kepler-18 b,Kepler-18,TIC 273690178,Gaia DR2 2079295583282164992,Transit,2011,Space,5345,-0.031,0.991006957
Kepler-18 c,Kepler-18,TIC 273690178,Gaia DR2 2079295583282164992,Transit,2011,Space,5345,-0.031,0.991006957
Kepler-18 d,Kepler-18,TIC 273690178,Gaia DR2 2079295583282164992,Transit,2011,Space,5345,-0.031,0.991006957
XO-2 N b,XO-2 N,TIC 356473034,Gaia DR2 934346809278715776,Transit,2007,Ground,5332,-0.155,0.990725821
HAT-P-38 b,HAT-P-38,TIC 285272237,Gaia DR2 324889227693298560,Transit,2012,Ground,5330,-0.208,0.990682509
HD 102195 b,HD 102195,TIC 397024052,Gaia DR2 3799626935341796096,Radial Velocity,2006,Ground,5330,-0.334,0.990682509
HATS-37 A b,HATS-37 A,TIC 6036597,Gaia DR2 6194574671813047424,Transit,2020,Ground,5326,-0.256,0.990595835
TOI-561 f,TOI-561,TIC 377064495,Gaia DR2 3850421005290172416,Transit,2020,Space,5326,-0.282,0.990595835
TOI-125 b,TOI-125,TIC 52368076,Gaia DR2 4698692744355471616,Transit,2019,Space,5320,-0.285,0.990465703
TOI-125 c,TOI-125,TIC 52368076,Gaia DR2 4698692744355471616,Transit,2019,Space,5320,-0.285,0.990465703
TOI-125 d,TOI-125,TIC 52368076,Gaia DR2 4698692744355471616,Transit,2020,Space,5320,-0.285,0.990465703
HD 73267 b,HD 73267,TIC 11749208,Gaia DR2 5638825939745228544,Radial Velocity,2008,Ground,5317,-0.106,0.990400581
HATS-15 b,HATS-15,TIC 271898990,Gaia DR2 6858088299469303168,Transit,2016,Ground,5311,-0.204,0.990270228
Kepler-421 b,Kepler-421,TIC 164522394,Gaia DR2 2106891671567353728,Transit,2014,Space,5308,-0.398,0.990204997
HATS-5 b,HATS-5,TIC 139733308,Gaia DR2 4899428146994060800,Transit,2014,Ground,5304,-0.268,0.990117964
HD 103197 b,HD 103197,TIC 400806831,Gaia DR2 5370827127297364480,Radial Velocity,2009,Ground,5303,-0.328,0.990096195
HD 11964 b,HD 11964,TIC 24978373,Gaia DR2 2462426800883134336,Radial Velocity,2005,Ground,5303,0.459,0.990096195
HD 11964 c,HD 11964,TIC 24978373,Gaia DR2 2462426800883134336,Radial Velocity,2008,Ground,5303,0.459,0.990096195
HAT-P-22 b,HAT-P-22,TIC 252479260,Gaia DR2 846946629987527168,Transit,2010,Ground,5302,-0.114,0.990074423
HAT-P-27 b,HAT-P-27,TIC 461239485,Gaia DR2 1159336403336463872,Transit,2011,Ground,5300,-0.244,0.990030865
HAT-P-44 b,HAT-P-44,TIC 168699373,Gaia DR2 1506159170017461888,Transit,2014,Ground,5295,-0.194,0.989921899
HAT-P-44 c,HAT-P-44,TIC 168699373,Gaia DR2 1506159170017461888,Radial Velocity,2014,Ground,5295,-0.194,0.989921899
K2-329 b,K2-329,TIC 301258470,Gaia DR2 2632880927441296640,Transit,2020,Space,5282,-0.325,0.989638106
HD 3651 b,HD 3651,TIC 434210589,Gaia DR2 2802397960855105920,Radial Velocity,2003,Ground,5274.92,-0.274,0.989483254
HD 98736 b,HD 98736,TIC 3819571,Gaia DR2 3977050728669174912,Radial Velocity,2018,Ground,5271,-0.22,0.989397427
CoRoT-7 c,CoRoT-7,TIC 280304863,Gaia DR2 3107267177757848576,Radial Velocity,2009,Space,5256,-0.289,0.989068418
HD 20781 b,HD 20781,TIC 144503312,Gaia DR2 5060105892897388288,Radial Velocity,2019,Ground,5256,-0.31,0.989068418
HD 20781 c,HD 20781,TIC 144503312,Gaia DR2 5060105892897388288,Radial Velocity,2019,Ground,5256,-0.31,0.989068418
HD 20781 d,HD 20781,TIC 144503312,Gaia DR2 5060105892897388288,Radial Velocity,2019,Ground,5256,-0.31,0.989068418
HD 20781 e,HD 20781,TIC 144503312,Gaia DR2 5060105892897388288,Radial Velocity,2019,Ground,5256,-0.31,0.989068418
14 Her b,14 Her,TIC 219483057,Gaia DR2 1385293808145621504,Radial Velocity,2002,Ground,5255,-0.15,0.98904645
55 Cnc b,55 Cnc,TIC 332064670,Gaia DR2 704967037090946688,Radial Velocity,1996,Ground,5250,-0.197,0.988936551
55 Cnc c,55 Cnc,TIC 332064670,Gaia DR2 704967037090946688,Radial Velocity,2004,Ground,5250,-0.197,0.988936551
55 Cnc d,55 Cnc,TIC 332064670,Gaia DR2 704967037090946688,Radial Velocity,2002,Ground,5250,-0.197,0.988936551
55 Cnc f,55 Cnc,TIC 332064670,Gaia DR2 704967037090946688,Radial Velocity,2007,Ground,5250,-0.197,0.988936551
HAT-P-17 b,HAT-P-17,TIC 266593143,Gaia DR2 1849786481031300608,Transit,2010,Ground,5246,-0.319,0.988848556
HAT-P-17 c,HAT-P-17,TIC 266593143,Gaia DR2 1849786481031300608,Radial Velocity,2010,Ground,5246,-0.319,0.988848556
omi UMa b,omi UMa,TIC 73416947,Gaia DR2 1041808368494264576,Radial Velocity,2012,Ground,5242,2.14,0.988760494
HD 137388 b,HD 137388,TIC 407090552,Gaia DR2 5778418870846853888,Radial Velocity,2011,Ground,5240,-0.337,0.988716438
TrES-1 b,TrES-1,TIC 120757718,Gaia DR2 2098964849867337856,Transit,2004,Ground,5230,-0.359,0.988495904
HATS-2 b,HATS-2,TIC 413376180,Gaia DR2 3492502001623237888,Transit,2013,Ground,5227,-0.268,0.988429662
K2-29 b,K2-29,TIC 56399553,Gaia DR2 150054788545735424,Transit,2016,Space,5222,-0.427,0.988319174
HD 192699 b,HD 192699,TIC 399334674,Gaia DR2 4246124829130366848,Radial Velocity,2007,Ground,5220,1.009,0.988274949
Qatar-4 b,Qatar-4,TIC 440113053,Gaia DR2 385697172809355392,Transit,2017,Ground,5215,-0.318,0.988164312
HD 95338 b,HD 95338,TIC 304142124,Gaia DR2 5340648488081462528,Radial Velocity,2020,Ground,5212,-0.31,0.988097879
HD 39194 b,HD 39194,TIC 389506883,Gaia DR2 4657193606465368704,Radial Velocity,2021,Ground,5205,-0.409,0.98794272
HD 39194 c,HD 39194,TIC 389506883,Gaia DR2 4657193606465368704,Radial Velocity,2021,Ground,5205,-0.409,0.98794272
HD 39194 d,HD 39194,TIC 389506883,Gaia DR2 4657193606465368704,Radial Velocity,2021,Ground,5205,-0.409,0.98794272
HD 2638 b,HD 2638,TIC 244178536,Gaia DR2 2526925389919277056,Radial Velocity,2005,Ground,5192,-0.33,0.987654014
TOI-2076 b,TOI-2076,TIC 27491137,Gaia DR2 1490845584382687232,Transit,2021,Space,5187,-0.423,0.98754278
TOI-2076 c,TOI-2076,TIC 27491137,Gaia DR2 1490845584382687232,Transit,2021,Space,5187,-0.423,0.98754278
TOI-2076 d,TOI-2076,TIC 27491137,Gaia DR2 1490845584382687232,Transit,2021,Space,5187,-0.423,0.98754278
HD 85390 b,HD 85390,TIC 446137194,Gaia DR2 5406324138654973824,Radial Velocity,2009,Ground,5186,-0.367,0.987520521
K2-198 c,K2-198,TIC 135043332,Gaia DR2 3628687065162340224,Transit,2019,Space,5183.84,-0.401,0.987472425
K2-198 d,K2-198,TIC 135043332,Gaia DR2 3628687065162340224,Transit,2019,Space,5183.84,-0.401,0.987472425
WASP-2 b,WASP-2,TIC 374530847,Gaia DR2 1748596020745038208,Transit,2007,Ground,5180,-0.313,0.987386873
HD 7924 b,HD 7924,TIC 468723402,Gaia DR2 560130775546153344,Radial Velocity,2008,Ground,5177,-0.434,0.987319991
Kepler-425 b,Kepler-425,TIC 122441491,Gaia DR2 2101184111011462144,Transit,2014,Space,5170,-0.323,0.987163783
HD 97658 b,HD 97658,TIC 82308728,Gaia DR2 3997075206232885888,Radial Velocity,2010,Ground,5170,-0.45,0.987163783
HD 192310 b,HD 192310,TIC 326096771,Gaia DR2 6847167606385195648,Radial Velocity,2011,Ground,5166,-0.415,0.987074426
HD 192310 c,HD 192310,TIC 326096771,Gaia DR2 6847167606385195648,Radial Velocity,2011,Ground,5166,-0.415,0.987074426
HD 200964 b,HD 200964,TIC 408316773,Gaia DR2 1732018855730384256,Radial Velocity,2010,Ground,5164,1.064,0.987029721
HD 200964 c,HD 200964,TIC 408316773,Gaia DR2 1732018855730384256,Radial Velocity,2010,Ground,5164,1.064,0.987029721
Kepler-46 b,Kepler-46,TIC 158992508,Gaia DR2 2102700131386216576,Transit,2012,Space,5155,-0.255,0.986828336
Kepler-46 c,Kepler-46,TIC 158992508,Gaia DR2 2102700131386216576,Transit Timing Variations,2012,Space,5155,-0.255,0.986828336
HD 152581 b,HD 152581,TIC 353181458,Gaia DR2 4448227641977175296,Radial Velocity,2011,Ground,5155,1.173,0.986828336
Kepler-428 b,Kepler-428,TIC 122596693,Gaia DR2 2101186168296277376,Transit,2014,Space,5150,-0.39,0.986716304
WASP-45 b,WASP-45,TIC 120610833,Gaia DR2 2308834780352875904,Transit,2011,Ground,5150,-0.336,0.986716304
HD 96063 b,HD 96063,TIC 53178442,Gaia DR2 3791263156547622784,Radial Velocity,2011,Ground,5148,1.104,0.986671461
TOI-2202 b,TOI-2202,TIC 358107516,Gaia DR2 4641274773980363520,Transit,2021,Space,5144,-0.401,0.986581722
TOI-2202 c,TOI-2202,TIC 358107516,Gaia DR2 4641274773980363520,Transit Timing Variations,2021,Ground,5144,-0.401,0.986581722
HATS-69 b,HATS-69,TIC 467971286,Gaia DR2 6445881974332225536,Transit,2018,Ground,5137,-0.318,0.98642451
HAT-P-52 b,HAT-P-52,TIC 436875934,Gaia DR2 128623485853170432,Transit,2015,Ground,5131,-0.305,0.986289587
TYC 3667-1280-1 b,TYC 3667-1280-1,TIC 312545949,Gaia DR2 424427538624760576,Radial Velocity,2016,Ground,5130,1.38,0.986267085
HD 166724 b,HD 166724,TIC 87989721,Gaia DR2 6724520279784564864,Radial Velocity,2012,Ground,5127,-0.509,0.986199551
HD 212771 b,HD 212771,TIC 12723961,Gaia DR2 2595360569884153728,Radial Velocity,2009,Ground,5121,1.188,0.986064364
HD 215497 b,HD 215497,TIC 469943599,Gaia DR2 6504232472302122624,Radial Velocity,2009,Ground,5113,-0.41,0.985883869
HD 215497 c,HD 215497,TIC 469943599,Gaia DR2 6504232472302122624,Radial Velocity,2009,Ground,5113,-0.41,0.985883869
HD 82886 b,HD 82886,TIC 8915600,Gaia DR2 797597520179672064,Radial Velocity,2011,Ground,5112,1.143,0.985861287
HD 216520 b,HD 216520,TIC 264899051,Gaia DR2 2299942278201276288,Radial Velocity,2020,Ground,5103,-0.452,0.985657852
HD 216520 c,HD 216520,TIC 264899051,Gaia DR2 2299942278201276288,Radial Velocity,2020,Ground,5103,-0.452,0.985657852
HATS-43 b,HATS-43,TIC 78055054,Gaia DR2 2905983466705521792,Transit,2018,Ground,5099,-0.398,0.985567322
24 Sex b,24 Sex,TIC 1713457,Gaia DR2 3830897080395058048,Radial Velocity,2010,Ground,5098,1.164,0.985544678
24 Sex c,24 Sex,TIC 1713457,Gaia DR2 3830897080395058048,Radial Velocity,2010,Ground,5098,1.164,0.985544678
HD 114783 b,HD 114783,TIC 292113181,Gaia DR2 3684934540986187776,Radial Velocity,2001,Ground,5084,-0.372,0.985227198
HATS-44 b,HATS-44,TIC 32499655,Gaia DR2 2907577758566408960,Transit,2018,Ground,5080,-0.398,0.985136329
HD 221416 b,HD 221416,TIC 441462736,Gaia DR2 2388463203438164096,Transit,2019,Space,5080,0.712,0.985136329
HAT-P-26 b,HAT-P-26,TIC 420779000,Gaia DR2 3668036348641580288,Transit,2010,Ground,5079,-0.42,0.9851136
HD 101930 b,HD 101930,TIC 267399515,Gaia DR2 5341787994441794176,Radial Velocity,2005,Ground,5079,-0.31,0.9851136
HD 64121 b,HD 64121,TIC 264770836,Gaia DR2 5488303966125344512,Radial Velocity,2022,Ground,5078,1.248,0.985090867
HD 28678 b,HD 28678,TIC 449145115,Gaia DR2 3282351760091020672,Radial Velocity,2011,Ground,5076,1.36,0.985045388
K2-179 b,K2-179,TIC 14078624,Gaia DR2 65797082206292224,Transit,2018,Space,5071.98,-0.523,0.98495392
HD 136418 b,HD 136418,TIC 1101862696,Gaia DR2 1392396172224832896,Radial Velocity,2009,Ground,5071,0.833,0.984931611
HD 207897 b,HD 207897,TIC 264678534,Gaia DR2 2300641567596591488,Transit,2021,Space,5070,-0.444,0.984908842
HD 175541 b,HD 175541,TIC 227196910,Gaia DR2 4281180283478682496,Radial Velocity,2007,Ground,5060,0.934,0.984680907
HD 204941 b,HD 204941,TIC 99837626,Gaia DR2 6830027182179257472,Radial Velocity,2011,Ground,5056,-0.509,0.984589606
HD 102956 b,HD 102956,TIC 137810576,Gaia DR2 845335158256083584,Radial Velocity,2010,Ground,5054,1.064,0.984543929
Qatar-6 b,Qatar-6,TIC 311133118,Gaia DR2 1265513389372846848,Transit,2017,Ground,5052,-0.514,0.984498234
HD 5319 b,HD 5319,TIC 344627954,Gaia DR2 2537319343919089024,Radial Velocity,2007,Ground,5052,0.663,0.984498234
HD 33142 b,HD 33142,TIC 169397663,Gaia DR2 2986948238799721216,Radial Velocity,2011,Ground,5052,1.021,0.984498234
HD 148427 b,HD 148427,TIC 413853880,Gaia DR2 4330532859324207360,Radial Velocity,2009,Ground,5052,0.78,0.984498234
